id,value
Consumer Services|Television Services|RCI(22.409B),22.409B
Consumer Services|Television Services|ROKU(57.499B),57.499B
Consumer Services|Television Services|SJR(8.919B),8.919B
Consumer Services|Television Services|WOW(1.211B),1.211B
Consumer Services|Transportation Services|BKNG(92.550B),92.550B
Consumer Services|Transportation Services|DESP(0.962B),0.962B
Consumer Services|Transportation Services|DSKE(0.337B),0.337B
Consumer Services|Transportation Services|DSKEW(0.000B),0.000B
Consumer Services|Transportation Services|DSSI(0.328B),0.328B
Consumer Services|Transportation Services|EXPE(22.548B),22.548B
Consumer Services|Transportation Services|GATX(3.371B),3.371B
Consumer Services|Transportation Services|GMTA(0.000B),0.000B
Consumer Services|Transportation Services|LIND(0.930B),0.930B
Consumer Services|Transportation Services|MKGI(0.066B),0.066B
Consumer Services|Transportation Services|MMYT(3.117B),3.117B
Consumer Services|Transportation Services|MODV(2.354B),2.354B
Consumer Services|Transportation Services|SPCE(11.434B),11.434B
Consumer Services|Transportation Services|TOUR(0.403B),0.403B
Consumer Services|Transportation Services|VRRM(2.244B),2.244B
Consumer Services|Transportation Services|XPO(12.083B),12.083B
Consumer Services|Transportation Services|YGMZ(0.130B),0.130B
Consumer Services|Transportation Services|YTRA(0.162B),0.162B
Energy|Coal Mining|AMR(0.251B),0.251B
Energy|Coal Mining|ARCH(0.748B),0.748B
Energy|Coal Mining|ARLP(0.787B),0.787B
Energy|Coal Mining|BBL(158.512B),158.512B
Energy|Coal Mining|BTU(0.380B),0.380B
Energy|Coal Mining|CEIX(0.365B),0.365B
Energy|Coal Mining|HCC(1.115B),1.115B
Energy|Coal Mining|HNRG(0.056B),0.056B
Energy|Coal Mining|METC(0.184B),0.184B
Energy|Coal Mining|NRP(0.224B),0.224B
Energy|Consumer Electronics/Appliances|EMR(50.631B),50.631B
Energy|Consumer Electronics/Appliances|GE(101.971B),101.971B
Energy|Consumer Electronics/Appliances|OTIS(27.347B),27.347B
Energy|Consumer Electronics/Appliances|PTON(40.774B),40.774B
Energy|Electric Utilities: Central|AT(0.263B),0.263B
Energy|Electric Utilities: Central|MGEE(2.373B),2.373B
Energy|Industrial Machinery/Components|BC(6.980B),6.980B
Energy|Industrial Machinery/Components|BE(5.074B),5.074B
Energy|Industrial Machinery/Components|BLDP(8.511B),8.511B
Energy|Industrial Machinery/Components|BWXT(5.615B),5.615B
Energy|Industrial Machinery/Components|CMI(35.684B),35.684B
Energy|Industrial Machinery/Components|CPST(0.104B),0.104B
Energy|Industrial Machinery/Components|CYD(0.702B),0.702B
Energy|Industrial Machinery/Components|EAF(3.225B),3.225B
Energy|Industrial Machinery/Components|HOLI(0.953B),0.953B
Energy|Industrial Machinery/Components|IPWR(0.102B),0.102B
Energy|Industrial Machinery/Components|PLUG(26.859B),26.859B
Energy|Industrial Machinery/Components|THR(0.581B),0.581B
Energy|Industrial Machinery/Components|TPIC(2.401B),2.401B
Energy|Industrial Machinery/Components|WPRT(1.321B),1.321B
Energy|Industrial Machinery/Components|WWD(7.101B),7.101B
Energy|Integrated oil Companies|BP(76.178B),76.178B
Energy|Integrated oil Companies|BPT(0.090B),0.090B
Energy|Integrated oil Companies|BROG(1.144B),1.144B
Energy|Integrated oil Companies|BROGW(0.000B),0.000B
Energy|Integrated oil Companies|CLMT(0.300B),0.300B
Energy|Integrated oil Companies|COP(64.602B),64.602B
Energy|Integrated oil Companies|CVI(2.127B),2.127B
Energy|Integrated oil Companies|CVX(182.876B),182.876B
Energy|Integrated oil Companies|DK(1.661B),1.661B
Energy|Integrated oil Companies|EQNR(57.921B),57.921B
Energy|Integrated oil Companies|HES(18.646B),18.646B
Energy|Integrated oil Companies|HFC(5.398B),5.398B
Energy|Integrated oil Companies|IMO(15.122B),15.122B
Energy|Integrated oil Companies|MPC(33.326B),33.326B
Energy|Integrated oil Companies|PBF(1.418B),1.418B
Energy|Integrated oil Companies|PSX(34.966B),34.966B
Energy|Integrated oil Companies|SNP(66.747B),66.747B
Energy|Integrated oil Companies|SU(28.627B),28.627B
Energy|Integrated oil Companies|SUN(3.043B),3.043B
Energy|Integrated oil Companies|TREC(0.174B),0.174B
Energy|Integrated oil Companies|VLO(27.660B),27.660B
Energy|Integrated oil Companies|VTNR(0.094B),0.094B
Energy|Integrated oil Companies|XOM(220.201B),220.201B
Energy|Integrated oil Companies|YPF(1.821B),1.821B
Energy|Metal Fabrications|BKR(23.894B),23.894B
Energy|Metal Fabrications|DNOW(1.103B),1.103B
Energy|Metal Fabrications|DRQ(1.229B),1.229B
Energy|Metal Fabrications|FET(0.106B),0.106B
Energy|Metal Fabrications|FTI(3.155B),3.155B
Energy|Metal Fabrications|NOV(5.318B),5.318B
Energy|Metal Fabrications|NR(0.308B),0.308B
Energy|Metal Fabrications|OIS(0.400B),0.400B
Energy|Metal Fabrications|PFIE(0.059B),0.059B
Energy|Metal Fabrications|SDPI(0.029B),0.029B
Energy|Metal Fabrications|SOI(0.521B),0.521B
Energy|Metal Fabrications|WHD(2.228B),2.228B
Energy|Natural Gas Distribution|BKEP(0.092B),0.092B
Energy|Natural Gas Distribution|BKEPP(0.000B),0.000B
Energy|Natural Gas Distribution|BPMP(1.262B),1.262B
Energy|Natural Gas Distribution|DKL(1.769B),1.769B
Energy|Natural Gas Distribution|ENB(69.799B),69.799B
Energy|Natural Gas Distribution|ENBA(0.000B),0.000B
Energy|Natural Gas Distribution|GEL(0.852B),0.852B
Energy|Natural Gas Distribution|HEP(1.620B),1.620B
Energy|Natural Gas Distribution|MMP(9.011B),9.011B
Energy|Natural Gas Distribution|MPLX(25.366B),25.366B
Energy|Natural Gas Distribution|NBLX(1.248B),1.248B
Energy|Natural Gas Distribution|NS(1.817B),1.817B
Energy|Natural Gas Distribution|PAA(5.959B),5.959B
Energy|Natural Gas Distribution|PAGP(1.553B),1.553B
Energy|Natural Gas Distribution|PBFX(0.708B),0.708B
Energy|Natural Gas Distribution|PSXP(5.937B),5.937B
Energy|Natural Gas Distribution|SHLX(4.444B),4.444B
Energy|Oil & Gas Production|AMPY(0.104B),0.104B
Energy|Oil & Gas Production|APA(6.655B),6.655B
Energy|Oil & Gas Production|AR(2.407B),2.407B
Energy|Oil & Gas Production|AXAS(0.032B),0.032B
Energy|Oil & Gas Production|BATL(0.194B),0.194B
Energy|Oil & Gas Production|BCEI(0.556B),0.556B
Energy|Oil & Gas Production|BORR(0.349B),0.349B
Energy|Oil & Gas Production|BRN(0.035B),0.035B
Energy|Oil & Gas Production|BRY(0.365B),0.365B
Energy|Oil & Gas Production|BSM(1.931B),1.931B
Energy|Oil & Gas Production|CDEV(0.960B),0.960B
Energy|Oil & Gas Production|CEI(0.056B),0.056B
Energy|Oil & Gas Production|CEO(57.417B),57.417B
Energy|Oil & Gas Production|CHK(4.210B),4.210B
Energy|Oil & Gas Production|CHKEL(0.000B),0.000B
Energy|Oil & Gas Production|CHKEW(0.000B),0.000B
Energy|Oil & Gas Production|CHKEZ(0.000B),0.000B
Energy|Oil & Gas Production|CKX(0.021B),0.021B
Energy|Oil & Gas Production|CLR(7.969B),7.969B
Energy|Oil & Gas Production|CNQ(32.633B),32.633B
Energy|Oil & Gas Production|CNX(3.069B),3.069B
Energy|Oil & Gas Production|COG(7.198B),7.198B
Energy|Oil & Gas Production|CPE(0.885B),0.885B
Energy|Oil & Gas Production|CPG(1.929B),1.929B
Energy|Oil & Gas Production|CRC(2.185B),2.185B
Energy|Oil & Gas Production|CRK(1.395B),1.395B
Energy|Oil & Gas Production|CRT(0.055B),0.055B
Energy|Oil & Gas Production|CVE(13.678B),13.678B
Energy|Oil & Gas Production|DEN(1.909B),1.909B
Energy|Oil & Gas Production|DMLP(0.480B),0.480B
Energy|Oil & Gas Production|DVN(13.826B),13.826B
Energy|Oil & Gas Production|DWSN(0.070B),0.070B
Energy|Oil & Gas Production|E(38.948B),38.948B
Energy|Oil & Gas Production|EC(25.122B),25.122B
Energy|Oil & Gas Production|EGY(0.169B),0.169B
Energy|Oil & Gas Production|EOG(35.335B),35.335B
Energy|Oil & Gas Production|EPM(0.113B),0.113B
Energy|Oil & Gas Production|EPSN(0.093B),0.093B
Energy|Oil & Gas Production|EQT(5.043B),5.043B
Energy|Oil & Gas Production|ERF(0.995B),0.995B
Energy|Oil & Gas Production|ESTE(0.525B),0.525B
Energy|Oil & Gas Production|FANG(10.292B),10.292B
Energy|Oil & Gas Production|FLMN(0.355B),0.355B
Energy|Oil & Gas Production|FLMNW(0.000B),0.000B
Energy|Oil & Gas Production|GBR(0.032B),0.032B
Energy|Oil & Gas Production|GDP(0.135B),0.135B
Energy|Oil & Gas Production|GPRK(0.971B),0.971B
Energy|Oil & Gas Production|GTE(0.341B),0.341B
Energy|Oil & Gas Production|HESM(0.387B),0.387B
Energy|Oil & Gas Production|HP(2.826B),2.826B
Energy|Oil & Gas Production|HPK(1.187B),1.187B
Energy|Oil & Gas Production|HPKEW(0.000B),0.000B
Energy|Oil & Gas Production|HPR(0.049B),0.049B
Energy|Oil & Gas Production|HUSA(0.024B),0.024B
Energy|Oil & Gas Production|ICD(0.032B),0.032B
Energy|Oil & Gas Production|INDO(0.058B),0.058B
Energy|Oil & Gas Production|IO(0.049B),0.049B
Energy|Oil & Gas Production|KOS(1.103B),1.103B
Energy|Oil & Gas Production|KRP(0.586B),0.586B
Energy|Oil & Gas Production|LPI(0.421B),0.421B
Energy|Oil & Gas Production|MARPS(0.012B),0.012B
Energy|Oil & Gas Production|MCF(0.870B),0.870B
Energy|Oil & Gas Production|MGY(2.478B),2.478B
Energy|Oil & Gas Production|MNRL(0.872B),0.872B
Energy|Oil & Gas Production|MRO(7.199B),7.199B
Energy|Oil & Gas Production|MTDR(2.177B),2.177B
Energy|Oil & Gas Production|MTR(0.009B),0.009B
Energy|Oil & Gas Production|MUR(2.212B),2.212B
Energy|Oil & Gas Production|MVO(0.047B),0.047B
Energy|Oil & Gas Production|MXC(0.019B),0.019B
Energy|Oil & Gas Production|NBR(0.609B),0.609B
Energy|Oil & Gas Production|NRT(0.035B),0.035B
Energy|Oil & Gas Production|OAS(1.012B),1.012B
Energy|Oil & Gas Production|OMP(0.515B),0.515B
Energy|Oil & Gas Production|OVV(5.444B),5.444B
Energy|Oil & Gas Production|OXY(23.541B),23.541B
Energy|Oil & Gas Production|PARR(0.856B),0.856B
Energy|Oil & Gas Production|PBA(15.096B),15.096B
Energy|Oil & Gas Production|PBR(70.569B),70.569B
Energy|Oil & Gas Production|PBT(0.201B),0.201B
Energy|Oil & Gas Production|PDCE(2.790B),2.790B
Energy|Oil & Gas Production|PDS(0.307B),0.307B
Energy|Oil & Gas Production|PED(0.146B),0.146B
Energy|Oil & Gas Production|PHX(0.072B),0.072B
Energy|Oil & Gas Production|PNRG(0.091B),0.091B
Energy|Oil & Gas Production|PRT(0.055B),0.055B
Energy|Oil & Gas Production|PTEN(1.156B),1.156B
Energy|Oil & Gas Production|PTR(64.021B),64.021B
Energy|Oil & Gas Production|PVAC(0.537B),0.537B
Energy|Oil & Gas Production|PVL(0.060B),0.060B
Energy|Oil & Gas Production|PXD(28.758B),28.758B
Energy|Oil & Gas Production|QEP(0.786B),0.786B
Energy|Oil & Gas Production|REI(0.159B),0.159B
Energy|Oil & Gas Production|RIG(2.104B),2.104B
Energy|Oil & Gas Production|RRC(2.653B),2.653B
Energy|Oil & Gas Production|SBOW(0.098B),0.098B
Energy|Oil & Gas Production|SBR(0.478B),0.478B
Energy|Oil & Gas Production|SD(0.195B),0.195B
Energy|Oil & Gas Production|SJT(0.200B),0.200B
Energy|Oil & Gas Production|SM(1.272B),1.272B
Energy|Oil & Gas Production|SNDE(0.017B),0.017B
Energy|Oil & Gas Production|SNMP(0.060B),0.060B
Energy|Oil & Gas Production|SSL(8.487B),8.487B
Energy|Oil & Gas Production|SWN(2.846B),2.846B
Energy|Oil & Gas Production|TALO(0.760B),0.760B
Energy|Oil & Gas Production|TELL(1.137B),1.137B
Energy|Oil & Gas Production|TGA(0.100B),0.100B
Energy|Oil & Gas Production|TGC(0.039B),0.039B
Energy|Oil & Gas Production|TOT(115.796B),115.796B
Energy|Oil & Gas Production|TPL(8.608B),8.608B
Energy|Oil & Gas Production|TRCH(0.462B),0.462B
Energy|Oil & Gas Production|TTI(0.304B),0.304B
Energy|Oil & Gas Production|USEG(0.018B),0.018B
Energy|Oil & Gas Production|VET(0.875B),0.875B
Energy|Oil & Gas Production|VIST(0.264B),0.264B
Energy|Oil & Gas Production|VNOM(2.526B),2.526B
Energy|Oil & Gas Production|VOC(0.052B),0.052B
Energy|Oil & Gas Production|WLL(1.180B),1.180B
Energy|Oil & Gas Production|WTI(0.410B),0.410B
Energy|Oil & Gas Production|XEC(5.047B),5.047B
Energy|Oil & Gas Production|XOG(0.814B),0.814B
Energy|Oil Refining/Marketing|AE(0.120B),0.120B
Energy|Oil Refining/Marketing|CAPL(0.691B),0.691B
Energy|Oil Refining/Marketing|GLP(0.671B),0.671B
Energy|Oil Refining/Marketing|INT(2.160B),2.160B
Energy|Oil Refining/Marketing|MIC(2.755B),2.755B
Energy|Oil Refining/Marketing|MMLP(0.092B),0.092B
Energy|Oil Refining/Marketing|NGL(0.320B),0.320B
Energy|Oil Refining/Marketing|SRLP(0.504B),0.504B
Energy|Oilfield Services/Equipment|CCLP(0.090B),0.090B
Energy|Oilfield Services/Equipment|CLB(1.540B),1.540B
Energy|Oilfield Services/Equipment|ENSV(0.027B),0.027B
Energy|Oilfield Services/Equipment|FI(0.690B),0.690B
Energy|Oilfield Services/Equipment|FTSI(0.246B),0.246B
Energy|Oilfield Services/Equipment|HAL(17.391B),17.391B
Energy|Oilfield Services/Equipment|HLX(0.721B),0.721B
Energy|Oilfield Services/Equipment|KLXE(0.107B),0.107B
Energy|Oilfield Services/Equipment|LBRT(1.862B),1.862B
Energy|Oilfield Services/Equipment|NCSM(0.087B),0.087B
Energy|Oilfield Services/Equipment|NES(0.049B),0.049B
Energy|Oilfield Services/Equipment|NESR(1.045B),1.045B
Energy|Oilfield Services/Equipment|NESRW(0.000B),0.000B
Energy|Oilfield Services/Equipment|NEX(0.812B),0.812B
Energy|Oilfield Services/Equipment|NGS(0.138B),0.138B
Energy|Oilfield Services/Equipment|NINE(0.101B),0.101B
Energy|Oilfield Services/Equipment|NOA(0.349B),0.349B
Energy|Oilfield Services/Equipment|OII(0.959B),0.959B
Energy|Oilfield Services/Equipment|PUMP(0.939B),0.939B
Energy|Oilfield Services/Equipment|RCON(0.021B),0.021B
Energy|Oilfield Services/Equipment|RES(1.056B),1.056B
Energy|Oilfield Services/Equipment|RNGR(0.087B),0.087B
Energy|Oilfield Services/Equipment|SLB(35.616B),35.616B
Energy|Oilfield Services/Equipment|TUSK(0.284B),0.284B
Energy|Oilfield Services/Equipment|USWS(0.200B),0.200B
Energy|Oilfield Services/Equipment|USWSW(0.000B),0.000B
Energy|Oilfield Services/Equipment|WTTR(0.602B),0.602B
Finance|Accident &Health Insurance|AFL(32.746B),32.746B
Finance|Accident &Health Insurance|CNO(3.126B),3.126B
Finance|Accident &Health Insurance|GTS(0.542B),0.542B
Finance|Accident &Health Insurance|PFG(14.559B),14.559B
Finance|Accident &Health Insurance|UNM(5.102B),5.102B
Finance|Accident &Health Insurance|UNMA(0.000B),0.000B
Finance|Banks|BCOW(0.048B),0.048B
Finance|Banks|BHLB(0.954B),0.954B
Finance|Banks|BSBK(0.118B),0.118B
Finance|Banks|ESSA(0.166B),0.166B
Finance|Banks|FNWB(0.162B),0.162B
Finance|Banks|FSBW(0.251B),0.251B
Finance|Banks|GCBC(0.205B),0.205B
Finance|Banks|HBCP(0.282B),0.282B
Finance|Banks|HFWA(0.869B),0.869B
Finance|Banks|NYCB(5.182B),5.182B
Finance|Banks|PBFS(0.278B),0.278B
Finance|Banks|PBIP(0.106B),0.106B
Finance|Banks|PCSB(0.256B),0.256B
Finance|Banks|RBKB(0.110B),0.110B
Finance|Banks|SMBC(0.316B),0.316B
Finance|Banks|TSBK(0.225B),0.225B
Finance|Banks|WVFC(0.028B),0.028B
Finance|Business Services|AACQ(1.157B),1.157B
Finance|Business Services|AACQU(0.000B),0.000B
Finance|Business Services|AACQW(0.000B),0.000B
Finance|Business Services|ACAC(0.290B),0.290B
Finance|Business Services|ACACU(0.000B),0.000B
Finance|Business Services|ACACW(0.000B),0.000B
Finance|Business Services|ACIC(1.071B),1.071B
Finance|Business Services|ACKIT(0.000B),0.000B
Finance|Business Services|ACKIU(0.000B),0.000B
Finance|Business Services|ACKIW(0.000B),0.000B
Finance|Business Services|ACND(0.569B),0.569B
Finance|Business Services|ADERU(0.000B),0.000B
Finance|Business Services|ADOC(0.125B),0.125B
Finance|Business Services|ADOCR(0.000B),0.000B
Finance|Business Services|ADOCW(0.000B),0.000B
Finance|Business Services|AEACU(0.000B),0.000B
Finance|Business Services|AGBA(0.063B),0.063B
Finance|Business Services|AGBAR(0.000B),0.000B
Finance|Business Services|AGBAW(0.000B),0.000B
Finance|Business Services|AGC(0.875B),0.875B
Finance|Business Services|AGCB(0.741B),0.741B
Finance|Business Services|AGCUU(0.000B),0.000B
Finance|Business Services|AGCWW(0.000B),0.000B
Finance|Business Services|AHAC(0.162B),0.162B
Finance|Business Services|AHACU(0.000B),0.000B
Finance|Business Services|AHACW(0.000B),0.000B
Finance|Business Services|AJAX(1.145B),1.145B
Finance|Business Services|AKICU(0.000B),0.000B
Finance|Business Services|ALTU(0.000B),0.000B
Finance|Business Services|ALTUU(0.000B),0.000B
Finance|Business Services|ALTUW(0.000B),0.000B
Finance|Business Services|ALUS(0.456B),0.456B
Finance|Business Services|AMHC(0.131B),0.131B
Finance|Business Services|AMHCU(0.000B),0.000B
Finance|Business Services|AMHCW(0.000B),0.000B
Finance|Business Services|ANDA(0.051B),0.051B
Finance|Business Services|ANDAR(0.000B),0.000B
Finance|Business Services|ANDAU(0.000B),0.000B
Finance|Business Services|ANDAW(0.000B),0.000B
Finance|Business Services|AONE(0.301B),0.301B
Finance|Business Services|APSG(1.103B),1.103B
Finance|Business Services|ARBG(0.298B),0.298B
Finance|Business Services|ARBGU(0.000B),0.000B
Finance|Business Services|ARBGW(0.000B),0.000B
Finance|Business Services|ARKIU(0.000B),0.000B
Finance|Business Services|ARYA(0.340B),0.340B
Finance|Business Services|ASAQ(0.332B),0.332B
Finance|Business Services|ASAXU(0.000B),0.000B
Finance|Business Services|ASPL(0.325B),0.325B
Finance|Business Services|ATA(0.000B),0.000B
Finance|Business Services|AVAN(0.838B),0.838B
Finance|Business Services|BCACU(0.000B),0.000B
Finance|Business Services|BCTG(0.267B),0.267B
Finance|Business Services|BCYP(0.000B),0.000B
Finance|Business Services|BCYPU(0.000B),0.000B
Finance|Business Services|BCYPW(0.000B),0.000B
Finance|Business Services|BENE(0.151B),0.151B
Finance|Business Services|BENER(0.000B),0.000B
Finance|Business Services|BENEU(0.000B),0.000B
Finance|Business Services|BENEW(0.000B),0.000B
Finance|Business Services|BFT(3.106B),3.106B
Finance|Business Services|BHSE(0.099B),0.099B
Finance|Business Services|BHSEU(0.000B),0.000B
Finance|Business Services|BHSEW(0.000B),0.000B
Finance|Business Services|BIOTU(0.000B),0.000B
Finance|Business Services|BLSA(0.214B),0.214B
Finance|Business Services|BLTSU(0.000B),0.000B
Finance|Business Services|BLUW(0.074B),0.074B
Finance|Business Services|BLUWU(0.000B),0.000B
Finance|Business Services|BLUWW(0.000B),0.000B
Finance|Business Services|BOAC(0.858B),0.858B
