id,value
Technology|Computer Software: Prepackaged Software|NLOK(12.127B),12.127B
Technology|Computer Software: Prepackaged Software|NOW(112.914B),112.914B
Technology|Computer Software: Prepackaged Software|NTES(85.217B),85.217B
Technology|Computer Software: Prepackaged Software|NTNX(6.718B),6.718B
Technology|Computer Software: Prepackaged Software|NTWK(0.056B),0.056B
Technology|Computer Software: Prepackaged Software|NUAN(13.788B),13.788B
Technology|Computer Software: Prepackaged Software|OKTA(36.851B),36.851B
Technology|Computer Software: Prepackaged Software|ONTF(2.890B),2.890B
Technology|Computer Software: Prepackaged Software|OPRA(1.540B),1.540B
Technology|Computer Software: Prepackaged Software|ORCL(182.736B),182.736B
Technology|Computer Software: Prepackaged Software|PAYC(23.142B),23.142B
Technology|Computer Software: Prepackaged Software|PCTY(10.774B),10.774B
Technology|Computer Software: Prepackaged Software|PD(4.229B),4.229B
Technology|Computer Software: Prepackaged Software|PDFS(0.779B),0.779B
Technology|Computer Software: Prepackaged Software|PING(2.871B),2.871B
Technology|Computer Software: Prepackaged Software|PLAN(11.776B),11.776B
Technology|Computer Software: Prepackaged Software|PLTR(47.268B),47.268B
Technology|Computer Software: Prepackaged Software|PRCH(1.669B),1.669B
Technology|Computer Software: Prepackaged Software|PRCHW(0.000B),0.000B
Technology|Computer Software: Prepackaged Software|PRGS(1.986B),1.986B
Technology|Computer Software: Prepackaged Software|PTC(16.728B),16.728B
Technology|Computer Software: Prepackaged Software|QADA(1.384B),1.384B
Technology|Computer Software: Prepackaged Software|QADB(0.977B),0.977B
Technology|Computer Software: Prepackaged Software|QLYS(3.978B),3.978B
Technology|Computer Software: Prepackaged Software|QTWO(7.394B),7.394B
Technology|Computer Software: Prepackaged Software|QUMU(0.159B),0.159B
Technology|Computer Software: Prepackaged Software|RAAS(4.850B),4.850B
Technology|Computer Software: Prepackaged Software|RDVT(0.315B),0.315B
Technology|Computer Software: Prepackaged Software|RP(8.875B),8.875B
Technology|Computer Software: Prepackaged Software|RPD(4.276B),4.276B
Technology|Computer Software: Prepackaged Software|SAIL(5.644B),5.644B
Technology|Computer Software: Prepackaged Software|SAP(153.599B),153.599B
Technology|Computer Software: Prepackaged Software|SCWX(1.294B),1.294B
Technology|Computer Software: Prepackaged Software|SFET(0.038B),0.038B
Technology|Computer Software: Prepackaged Software|SHOP(168.796B),168.796B
Technology|Computer Software: Prepackaged Software|SHSP(0.325B),0.325B
Technology|Computer Software: Prepackaged Software|SINA(2.587B),2.587B
Technology|Computer Software: Prepackaged Software|SMAR(10.120B),10.120B
Technology|Computer Software: Prepackaged Software|SMSI(0.303B),0.303B
Technology|Computer Software: Prepackaged Software|SNOW(82.037B),82.037B
Technology|Computer Software: Prepackaged Software|SNPS(41.464B),41.464B
Technology|Computer Software: Prepackaged Software|SPLK(26.951B),26.951B
Technology|Computer Software: Prepackaged Software|SPNS(1.655B),1.655B
Technology|Computer Software: Prepackaged Software|SPSC(3.869B),3.869B
Technology|Computer Software: Prepackaged Software|SPT(4.049B),4.049B
Technology|Computer Software: Prepackaged Software|SQ(122.136B),122.136B
Technology|Computer Software: Prepackaged Software|SSNC(17.029B),17.029B
Technology|Computer Software: Prepackaged Software|SSPK(0.867B),0.867B
Technology|Computer Software: Prepackaged Software|SSPKU(0.000B),0.000B
Technology|Computer Software: Prepackaged Software|SSPKW(0.000B),0.000B
Technology|Computer Software: Prepackaged Software|SSTI(0.571B),0.571B
Technology|Computer Software: Prepackaged Software|SUMO(3.693B),3.693B
Technology|Computer Software: Prepackaged Software|SWI(5.018B),5.018B
Technology|Computer Software: Prepackaged Software|TAOP(0.049B),0.049B
Technology|Computer Software: Prepackaged Software|TDC(5.172B),5.172B
Technology|Computer Software: Prepackaged Software|TEAM(64.198B),64.198B
Technology|Computer Software: Prepackaged Software|TENB(4.563B),4.563B
Technology|Computer Software: Prepackaged Software|TLND(1.790B),1.790B
Technology|Computer Software: Prepackaged Software|TTWO(22.601B),22.601B
Technology|Computer Software: Prepackaged Software|TWLO(71.172B),71.172B
Technology|Computer Software: Prepackaged Software|TWOU(3.672B),3.672B
Technology|Computer Software: Prepackaged Software|TYL(18.994B),18.994B
Technology|Computer Software: Prepackaged Software|U(32.379B),32.379B
Technology|Computer Software: Prepackaged Software|UPLD(1.474B),1.474B
Technology|Computer Software: Prepackaged Software|VEEV(47.281B),47.281B
Technology|Computer Software: Prepackaged Software|VERX(5.610B),5.610B
Technology|Computer Software: Prepackaged Software|VMW(59.814B),59.814B
Technology|Computer Software: Prepackaged Software|VRNS(6.995B),6.995B
Technology|Computer Software: Prepackaged Software|WIMI(0.672B),0.672B
Technology|Computer Software: Prepackaged Software|WK(5.356B),5.356B
Technology|Computer Software: Prepackaged Software|WORK(25.083B),25.083B
Technology|Computer Software: Prepackaged Software|XM(22.812B),22.812B
Technology|Computer Software: Prepackaged Software|XNET(0.562B),0.562B
Technology|Computer Software: Prepackaged Software|YVR(0.020B),0.020B
Technology|Computer Software: Prepackaged Software|ZDGE(0.157B),0.157B
Technology|Computer Software: Prepackaged Software|ZI(21.537B),21.537B
Technology|Computer Software: Prepackaged Software|ZUO(1.972B),1.972B
Technology|Computer Software: Programming Data Processing|ALYA(0.156B),0.156B
Technology|Computer Software: Programming Data Processing|AUTO(0.041B),0.041B
Technology|Computer Software: Programming Data Processing|BIDU(101.644B),101.644B
Technology|Computer Software: Programming Data Processing|BMBL(8.264B),8.264B
Technology|Computer Software: Programming Data Processing|CDLX(4.051B),4.051B
Technology|Computer Software: Programming Data Processing|CEVA(1.493B),1.493B
Technology|Computer Software: Programming Data Processing|CNET(0.117B),0.117B
Technology|Computer Software: Programming Data Processing|DADA(9.748B),9.748B
Technology|Computer Software: Programming Data Processing|DOYU(5.113B),5.113B
Technology|Computer Software: Programming Data Processing|DSP(3.683B),3.683B
Technology|Computer Software: Programming Data Processing|EB(1.704B),1.704B
Technology|Computer Software: Programming Data Processing|ESSC(0.179B),0.179B
Technology|Computer Software: Programming Data Processing|ESSCR(0.000B),0.000B
Technology|Computer Software: Programming Data Processing|ESSCU(0.000B),0.000B
Technology|Computer Software: Programming Data Processing|ESSCW(0.000B),0.000B
Technology|Computer Software: Programming Data Processing|EVER(1.311B),1.311B
Technology|Computer Software: Programming Data Processing|FB(767.302B),767.302B
Technology|Computer Software: Programming Data Processing|FDS(12.096B),12.096B
Technology|Computer Software: Programming Data Processing|GAN(1.016B),1.016B
Technology|Computer Software: Programming Data Processing|GDS(21.097B),21.097B
Technology|Computer Software: Programming Data Processing|GIGM(0.043B),0.043B
"Technology|Computer Software: Programming Data Processing|GOOG(1,427.282B)","1,427.282B"
"Technology|Computer Software: Programming Data Processing|GOOGL(1,419.604B)","1,419.604B"
Technology|Computer Software: Programming Data Processing|HCAT(2.115B),2.115B
Technology|Computer Software: Programming Data Processing|HSTM(0.729B),0.729B
Technology|Computer Software: Programming Data Processing|HUYA(6.974B),6.974B
Technology|Computer Software: Programming Data Processing|INFO(36.831B),36.831B
Technology|Computer Software: Programming Data Processing|IPDN(0.053B),0.053B
Technology|Computer Software: Programming Data Processing|JG(0.729B),0.729B
Technology|Computer Software: Programming Data Processing|JT(0.077B),0.077B
Technology|Computer Software: Programming Data Processing|LIZI(0.570B),0.570B
Technology|Computer Software: Programming Data Processing|MDLA(6.648B),6.648B
Technology|Computer Software: Programming Data Processing|MGNI(6.202B),6.202B
Technology|Computer Software: Programming Data Processing|MODN(1.411B),1.411B
Technology|Computer Software: Programming Data Processing|MOXC(0.048B),0.048B
Technology|Computer Software: Programming Data Processing|MTCH(43.153B),43.153B
Technology|Computer Software: Programming Data Processing|OBLG(0.040B),0.040B
Technology|Computer Software: Programming Data Processing|OCFT(7.773B),7.773B
Technology|Computer Software: Programming Data Processing|PINS(54.046B),54.046B
Technology|Computer Software: Programming Data Processing|PS(3.171B),3.171B
Technology|Computer Software: Programming Data Processing|PT(0.091B),0.091B
Technology|Computer Software: Programming Data Processing|PUBM(2.212B),2.212B
Technology|Computer Software: Programming Data Processing|QTT(1.174B),1.174B
Technology|Computer Software: Programming Data Processing|RXT(5.066B),5.066B
Technology|Computer Software: Programming Data Processing|SABR(4.036B),4.036B
Technology|Computer Software: Programming Data Processing|SABRP(nan),
Technology|Computer Software: Programming Data Processing|SIFY(0.631B),0.631B
Technology|Computer Software: Programming Data Processing|SNAP(94.827B),94.827B
Technology|Computer Software: Programming Data Processing|SVMK(3.170B),3.170B
Technology|Computer Software: Programming Data Processing|SWCH(4.372B),4.372B
Technology|Computer Software: Programming Data Processing|SYNC(0.086B),0.086B
Technology|Computer Software: Programming Data Processing|TRIP(5.171B),5.171B
Technology|Computer Software: Programming Data Processing|TRUE(0.528B),0.528B
Technology|Computer Software: Programming Data Processing|TTD(39.755B),39.755B
Technology|Computer Software: Programming Data Processing|TWTR(57.472B),57.472B
Technology|Computer Software: Programming Data Processing|VNET(5.318B),5.318B
Technology|Computer Software: Programming Data Processing|WB(13.284B),13.284B
Technology|Computer Software: Programming Data Processing|WIX(19.147B),19.147B
Technology|Computer Software: Programming Data Processing|YNDX(23.665B),23.665B
Technology|Computer Software: Programming Data Processing|ZM(121.984B),121.984B
Technology|Computer peripheral equipment|ALOT(0.079B),0.079B
Technology|Computer peripheral equipment|CRSR(3.536B),3.536B
Technology|Computer peripheral equipment|FEYE(4.924B),4.924B
Technology|Computer peripheral equipment|FTNT(27.221B),27.221B
Technology|Computer peripheral equipment|IMMR(0.342B),0.342B
Technology|Computer peripheral equipment|INVE(0.190B),0.190B
Technology|Computer peripheral equipment|LOGI(19.559B),19.559B
Technology|Computer peripheral equipment|MITK(0.694B),0.694B
Technology|Computer peripheral equipment|PANW(37.813B),37.813B
Technology|Computer peripheral equipment|RDCM(0.154B),0.154B
Technology|Computer peripheral equipment|SSYS(2.338B),2.338B
Technology|Computer peripheral equipment|TACT(0.088B),0.088B
Technology|Computer peripheral equipment|XRX(4.622B),4.622B
Technology|Diversified Commercial Services|AAN(0.692B),0.692B
Technology|Diversified Commercial Services|ACY(0.015B),0.015B
Technology|Diversified Commercial Services|AER(5.695B),5.695B
Technology|Diversified Commercial Services|AL(4.903B),4.903B
Technology|Diversified Commercial Services|CAI(0.763B),0.763B
Technology|Diversified Commercial Services|EXTN(0.177B),0.177B
Technology|Diversified Commercial Services|FPAY(0.072B),0.072B
Technology|Diversified Commercial Services|FSRV(0.560B),0.560B
Technology|Diversified Commercial Services|FSRVU(0.000B),0.000B
Technology|Diversified Commercial Services|FSRVW(0.000B),0.000B
Technology|Diversified Commercial Services|GFN(0.319B),0.319B
Technology|Diversified Commercial Services|GFNCP(0.000B),0.000B
Technology|Diversified Commercial Services|GFNSZ(0.000B),0.000B
Technology|Diversified Commercial Services|HSII(0.638B),0.638B
Technology|Diversified Commercial Services|JOB(0.028B),0.028B
Technology|Diversified Commercial Services|JOBS(4.584B),4.584B
Technology|Diversified Commercial Services|KFY(2.975B),2.975B
Technology|Diversified Commercial Services|MGRC(1.870B),1.870B
Technology|Diversified Commercial Services|NSCO(0.406B),0.406B
Technology|Diversified Commercial Services|PIXY(0.074B),0.074B
Technology|Diversified Commercial Services|PRG(3.378B),3.378B
Technology|Diversified Commercial Services|QRHC(0.059B),0.059B
Technology|Diversified Commercial Services|RCII(2.781B),2.781B
Technology|Diversified Commercial Services|TGH(1.221B),1.221B
Technology|Diversified Commercial Services|TRTN(3.691B),3.691B
Technology|Diversified Commercial Services|URI(19.840B),19.840B
Technology|EDP Services|ADP(73.862B),73.862B
Technology|EDP Services|AGMH(0.449B),0.449B
Technology|EDP Services|AGYS(1.312B),1.312B
Technology|EDP Services|ANY(0.024B),0.024B
Technology|EDP Services|ASUR(0.161B),0.161B
Technology|EDP Services|ATHM(4.013B),4.013B
Technology|EDP Services|AUUD(0.031B),0.031B
Technology|EDP Services|AUUDW(0.000B),0.000B
Technology|EDP Services|AVCT(0.143B),0.143B
Technology|EDP Services|AVCTW(0.000B),0.000B
Technology|EDP Services|AZPN(10.535B),10.535B
Technology|EDP Services|BCOV(0.986B),0.986B
Technology|EDP Services|BILI(49.558B),49.558B
Technology|EDP Services|BLCT(0.583B),0.583B
Technology|EDP Services|BRQS(0.106B),0.106B
Technology|EDP Services|BTRS(2.731B),2.731B
Technology|EDP Services|BTRSW(0.000B),0.000B
Technology|EDP Services|CACI(5.984B),5.984B
Technology|EDP Services|CARG(3.467B),3.467B
Technology|EDP Services|CARS(0.867B),0.867B
Technology|EDP Services|CERN(22.240B),22.240B
Technology|EDP Services|CHNG(7.171B),7.171B
Technology|EDP Services|CHNGU(0.000B),0.000B
Technology|EDP Services|CIH(0.204B),0.204B
Technology|EDP Services|CLGX(6.578B),6.578B
Technology|EDP Services|CLSK(0.913B),0.913B
Technology|EDP Services|CLVT(18.215B),18.215B
Technology|EDP Services|CPSI(0.422B),0.422B
Technology|EDP Services|CREX(0.028B),0.028B
Technology|EDP Services|CREXW(0.000B),0.000B
Technology|EDP Services|CSGS(1.563B),1.563B
Technology|EDP Services|CSLT(0.268B),0.268B
Technology|EDP Services|CSPI(0.040B),0.040B
Technology|EDP Services|CTG(0.103B),0.103B
Technology|EDP Services|CTK(0.379B),0.379B
Technology|EDP Services|CTSH(39.701B),39.701B
Technology|EDP Services|DAVA(4.744B),4.744B
Technology|EDP Services|DMRC(0.687B),0.687B
Technology|EDP Services|DOX(10.160B),10.160B
Technology|EDP Services|DXC(6.490B),6.490B
Technology|EDP Services|EBIX(1.571B),1.571B
Technology|EDP Services|EGHT(3.821B),3.821B
Technology|EDP Services|EPAM(21.190B),21.190B
Technology|EDP Services|ETWO(2.205B),2.205B
Technology|EDP Services|EVOL(0.040B),0.040B
Technology|EDP Services|EVTC(2.678B),2.678B
Technology|EDP Services|FISV(75.588B),75.588B
Technology|EDP Services|FIVN(12.030B),12.030B
Technology|EDP Services|FORTY(1.348B),1.348B
Technology|EDP Services|GB(2.189B),2.189B
Technology|EDP Services|GDDY(13.975B),13.975B
Technology|EDP Services|GDRX(21.145B),21.145B
Technology|EDP Services|GLOB(8.680B),8.680B
Technology|EDP Services|GLUU(2.200B),2.200B
Technology|EDP Services|GRNQ(0.195B),0.195B
Technology|EDP Services|GSMG(0.230B),0.230B
Technology|EDP Services|GSMGW(0.000B),0.000B
Technology|EDP Services|GTYH(0.377B),0.377B
Technology|EDP Services|IBEX(0.403B),0.403B
Technology|EDP Services|INFY(75.663B),75.663B
Technology|EDP Services|INOD(0.163B),0.163B
Technology|EDP Services|INOV(3.891B),3.891B
Technology|EDP Services|INPX(0.129B),0.129B
Technology|EDP Services|ISSC(0.116B),0.116B
Technology|EDP Services|JKHY(11.618B),11.618B
Technology|EDP Services|KBNT(0.125B),0.125B
Technology|EDP Services|KBNTW(0.000B),0.000B
Technology|EDP Services|KERN(0.100B),0.100B
Technology|EDP Services|KERNW(0.000B),0.000B
Technology|EDP Services|KLR(0.489B),0.489B
Technology|EDP Services|LDOS(14.948B),14.948B
Technology|EDP Services|LEAF(0.236B),0.236B
Technology|EDP Services|LKCO(0.596B),0.596B
Technology|EDP Services|LTRPA(0.401B),0.401B
Technology|EDP Services|LTRPB(2.495B),2.495B
Technology|EDP Services|MARA(3.850B),3.850B
Technology|EDP Services|MDRX(2.617B),2.617B
Technology|EDP Services|MFH(0.072B),0.072B
Technology|EDP Services|MNDO(0.060B),0.060B
Technology|EDP Services|MRIN(0.027B),0.027B
Technology|EDP Services|NETE(0.083B),0.083B
Technology|EDP Services|NH(0.468B),0.468B
Technology|EDP Services|NTCT(2.177B),2.177B
Technology|EDP Services|NXGN(1.225B),1.225B
Technology|EDP Services|OOMA(0.358B),0.358B
Technology|EDP Services|OSPN(1.049B),1.049B
Technology|EDP Services|OTEX(12.775B),12.775B
Technology|EDP Services|PAGS(19.652B),19.652B
Technology|EDP Services|PBTS(0.046B),0.046B
Technology|EDP Services|PCYG(0.138B),0.138B
Technology|EDP Services|PEGA(11.549B),11.549B
Technology|EDP Services|PERI(0.724B),0.724B
Technology|EDP Services|PFPT(7.847B),7.847B
Technology|EDP Services|PHUN(0.143B),0.143B
Technology|EDP Services|PHUNW(0.000B),0.000B
Technology|EDP Services|PLTK(13.336B),13.336B
Technology|EDP Services|PRFT(1.925B),1.925B
Technology|EDP Services|PRO(2.083B),2.083B
Technology|EDP Services|PRSP(4.677B),4.677B
Technology|EDP Services|PSN(3.965B),3.965B
Technology|EDP Services|RAMP(4.615B),4.615B
Technology|EDP Services|RBBN(1.476B),1.476B
Technology|EDP Services|RIOT(4.189B),4.189B
Technology|EDP Services|RMBL(0.098B),0.098B
Technology|EDP Services|RNG(37.970B),37.970B
Technology|EDP Services|RNWK(0.126B),0.126B
Technology|EDP Services|SAIC(5.436B),5.436B
Technology|EDP Services|SCPL(0.469B),0.469B
Technology|EDP Services|SFUN(0.121B),0.121B
Technology|EDP Services|SGMS(4.303B),4.303B
Technology|EDP Services|SJ(0.265B),0.265B
Technology|EDP Services|SLP(1.519B),1.519B
Technology|EDP Services|SNCR(0.216B),0.216B
Technology|EDP Services|SOGO(3.213B),3.213B
Technology|EDP Services|SOHU(0.785B),0.785B
Technology|EDP Services|SPRT(0.045B),0.045B
Technology|EDP Services|SSTK(3.451B),3.451B
Technology|EDP Services|STNE(27.891B),27.891B
Technology|EDP Services|STRM(0.066B),0.066B
Technology|EDP Services|SY(1.580B),1.580B
Technology|EDP Services|SYKE(1.649B),1.649B
Technology|EDP Services|TCX(0.850B),0.850B
Technology|EDP Services|TIXT(8.343B),8.343B
Technology|EDP Services|TLS(0.000B),0.000B
Technology|EDP Services|TRIT(0.690B),0.690B
Technology|EDP Services|TRITW(0.000B),0.000B
Technology|EDP Services|TRVG(1.257B),1.257B
Technology|EDP Services|TSRI(0.021B),0.021B
Technology|EDP Services|TUFN(0.421B),0.421B
Technology|EDP Services|UIS(1.665B),1.665B
Technology|EDP Services|UPWK(6.442B),6.442B
Technology|EDP Services|VERI(1.256B),1.256B
Technology|EDP Services|VRNT(3.611B),3.611B
Technology|EDP Services|VRSK(31.220B),31.220B
Technology|EDP Services|VRSN(22.818B),22.818B
Technology|EDP Services|VS(0.131B),0.131B
Technology|EDP Services|VSSYW(0.000B),0.000B
Technology|EDP Services|VVNT(3.891B),3.891B
Technology|EDP Services|WDAY(65.470B),65.470B
Technology|EDP Services|WIT(35.916B),35.916B
Technology|EDP Services|WKEY(0.181B),0.181B
Technology|EDP Services|WYY(0.112B),0.112B
Technology|EDP Services|YEXT(2.327B),2.327B
Technology|EDP Services|YY(10.976B),10.976B
Technology|EDP Services|ZEN(18.420B),18.420B
Technology|EDP Services|ZIXI(0.567B),0.567B
Technology|EDP Services|ZNGA(13.056B),13.056B
Technology|EDP Services|ZS(29.976B),29.976B
Technology|Electrical Products|BHE(1.013B),1.013B
Technology|Electrical Products|CLS(1.072B),1.072B
Technology|Electrical Products|CTS(1.018B),1.018B
Technology|Electrical Products|ELTK(0.027B),0.027B
Technology|Electrical Products|FLEX(9.494B),9.494B
Technology|Electrical Products|IEC(0.141B),0.141B
Technology|Electrical Products|JBL(6.558B),6.558B
Technology|Electrical Products|KE(0.605B),0.605B
Technology|Electrical Products|KTCC(0.085B),0.085B
Technology|Electrical Products|NNDM(2.841B),2.841B
Technology|Electrical Products|PLXS(2.331B),2.331B
Technology|Electrical Products|SANM(2.264B),2.264B
Technology|Electrical Products|SGMA(0.024B),0.024B
Technology|Electrical Products|SMTX(0.167B),0.167B
Technology|Electrical Products|TTMI(1.525B),1.525B
Technology|Electronic Components|ARW(7.709B),7.709B
Technology|Electronic Components|AVT(3.760B),3.760B
Technology|Electronic Components|IGC(0.089B),0.089B
Technology|Electronic Components|ITRN(0.499B),0.499B
Technology|Electronic Components|NTAP(15.206B),15.206B
Technology|Electronic Components|OEG(0.357B),0.357B
Technology|Electronic Components|PSTG(7.396B),7.396B
Technology|Electronic Components|QMCO(0.481B),0.481B
Technology|Electronic Components|RADA(0.580B),0.580B
Technology|Electronic Components|RELL(0.087B),0.087B
Technology|Electronic Components|STX(17.152B),17.152B
Technology|Electronic Components|TAIT(0.028B),0.028B
Technology|Electronic Components|TEL(42.549B),42.549B
Technology|Electronic Components|TESS(0.073B),0.073B
Technology|Electronic Components|UUU(0.021B),0.021B
Technology|Electronic Components|VOXX(0.543B),0.543B
Technology|Electronic Components|WDC(21.032B),21.032B
Technology|Industrial Machinery/Components|ACLS(1.293B),1.293B
Technology|Industrial Machinery/Components|ACMR(2.198B),2.198B
Technology|Industrial Machinery/Components|AQUA(2.832B),2.832B
Technology|Industrial Machinery/Components|ASML(242.611B),242.611B
Technology|Industrial Machinery/Components|ASYS(0.149B),0.149B
Technology|Industrial Machinery/Components|BRKS(6.160B),6.160B
Technology|Industrial Machinery/Components|CHX(3.519B),3.519B
Technology|Industrial Machinery/Components|CVR(0.025B),0.025B
Technology|Industrial Machinery/Components|CVV(0.045B),0.045B
Technology|Industrial Machinery/Components|CW(4.711B),4.711B
Technology|Industrial Machinery/Components|DM(5.951B),5.951B
Technology|Industrial Machinery/Components|DOV(17.373B),17.373B
Technology|Industrial Machinery/Components|EPAC(1.357B),1.357B
Technology|Industrial Machinery/Components|ERII(0.828B),0.828B
Technology|Industrial Machinery/Components|ETN(49.901B),49.901B
Technology|Industrial Machinery/Components|FLOW(2.423B),2.423B
Technology|Industrial Machinery/Components|GHM(0.153B),0.153B
Technology|Industrial Machinery/Components|GTEC(0.150B),0.150B
Technology|Industrial Machinery/Components|GTES(4.755B),4.755B
Technology|Industrial Machinery/Components|IR(17.863B),17.863B
Technology|Industrial Machinery/Components|ITW(63.092B),63.092B
Technology|Industrial Machinery/Components|IVAC(0.153B),0.153B
Technology|Industrial Machinery/Components|JBT(3.986B),3.986B
Technology|Industrial Machinery/Components|KAI(1.724B),1.724B
Technology|Industrial Machinery/Components|LECO(6.733B),6.733B
Technology|Industrial Machinery/Components|LIQT(0.233B),0.233B
Technology|Industrial Machinery/Components|LRCX(82.568B),82.568B
Technology|Industrial Machinery/Components|MIDD(7.280B),7.280B
Technology|Industrial Machinery/Components|MNTX(0.152B),0.152B
Technology|Industrial Machinery/Components|NVT(4.085B),4.085B
Technology|Industrial Machinery/Components|PFIN(0.020B),0.020B
Technology|Industrial Machinery/Components|PNR(9.157B),9.157B
Technology|Industrial Machinery/Components|RXN(5.463B),5.463B
Technology|Industrial Machinery/Components|SPXC(2.431B),2.431B
Technology|Industrial Machinery/Components|SXI(1.146B),1.146B
Technology|Industrial Machinery/Components|TNC(1.377B),1.377B
Technology|Industrial Machinery/Components|TRT(0.020B),0.020B
Technology|Industrial Machinery/Components|TWIN(0.114B),0.114B
Technology|Industrial Machinery/Components|VECO(1.083B),1.083B
Technology|Industrial Machinery/Components|WBT(2.056B),2.056B
Technology|Industrial Machinery/Components|ZBRA(25.539B),25.539B
Technology|Professional Services|AMN(3.527B),3.527B
Technology|Professional Services|ASGN(4.896B),4.896B
Technology|Professional Services|BBSI(0.538B),0.538B
Technology|Professional Services|BGSF(0.135B),0.135B
Technology|Professional Services|CCRN(0.347B),0.347B
Technology|Professional Services|DLHC(0.134B),0.134B
Technology|Professional Services|HHR(1.580B),1.580B
Technology|Professional Services|HQI(0.197B),0.197B
Technology|Professional Services|HSON(0.040B),0.040B
Technology|Professional Services|KELYA(0.803B),0.803B
Technology|Professional Services|KELYB(0.820B),0.820B
Technology|Professional Services|KFRC(1.045B),1.045B
Technology|Professional Services|MAN(5.365B),5.365B
Technology|Professional Services|NSP(2.980B),2.980B
Technology|Professional Services|RCMT(0.059B),0.059B
Technology|Professional Services|RHI(8.698B),8.698B
Technology|Professional Services|SRT(0.332B),0.332B
Technology|Professional Services|STAF(0.019B),0.019B
Technology|Professional Services|TBI(0.717B),0.717B
Technology|Professional Services|TTEC(3.936B),3.936B
Technology|Professional Services|VOLT(0.066B),0.066B
Technology|Radio And Television Broadcasting And Communications Equipment|AIRG(0.252B),0.252B
Technology|Radio And Television Broadcasting And Communications Equipment|AVNW(0.363B),0.363B
Technology|Radio And Television Broadcasting And Communications Equipment|BDR(0.021B),0.021B
Technology|Radio And Television Broadcasting And Communications Equipment|BKTI(0.052B),0.052B
Technology|Radio And Television Broadcasting And Communications Equipment|CAMP(0.393B),0.393B
Technology|Radio And Television Broadcasting And Communications Equipment|CASA(0.712B),0.712B
Technology|Radio And Television Broadcasting And Communications Equipment|CMBM(1.056B),1.056B
Technology|Radio And Television Broadcasting And Communications Equipment|CMTL(0.700B),0.700B
Technology|Radio And Television Broadcasting And Communications Equipment|COMM(2.682B),2.682B
Technology|Radio And Television Broadcasting And Communications Equipment|CRNT(0.411B),0.411B
Technology|Radio And Television Broadcasting And Communications Equipment|DGLY(0.097B),0.097B
Technology|Radio And Television Broadcasting And Communications Equipment|ERIC(43.509B),43.509B
Technology|Radio And Television Broadcasting And Communications Equipment|GILT(0.845B),0.845B
Technology|Radio And Television Broadcasting And Communications Equipment|HLIT(0.745B),0.745B
Technology|Radio And Television Broadcasting And Communications Equipment|KVHI(0.267B),0.267B
Technology|Radio And Television Broadcasting And Communications Equipment|LORL(1.244B),1.244B
Technology|Radio And Television Broadcasting And Communications Equipment|MAXR(2.705B),2.705B
Technology|Radio And Television Broadcasting And Communications Equipment|MSI(30.925B),30.925B
Technology|Radio And Television Broadcasting And Communications Equipment|NOK(23.383B),23.383B
Technology|Radio And Television Broadcasting And Communications Equipment|ONDS(0.338B),0.338B
Technology|Radio And Television Broadcasting And Communications Equipment|PCTI(0.145B),0.145B
Technology|Radio And Television Broadcasting And Communications Equipment|QCOM(163.482B),163.482B
Technology|Radio And Television Broadcasting And Communications Equipment|SEAC(0.050B),0.050B
Technology|Radio And Television Broadcasting And Communications Equipment|SGOC(0.209B),0.209B
Technology|Radio And Television Broadcasting And Communications Equipment|SWIR(0.677B),0.677B
Technology|Radio And Television Broadcasting And Communications Equipment|UI(21.297B),21.297B
Technology|Radio And Television Broadcasting And Communications Equipment|VSAT(3.972B),3.972B
Technology|Radio And Television Broadcasting And Communications Equipment|VUZI(0.882B),0.882B
Technology|Radio And Television Broadcasting And Communications Equipment|WATT(0.166B),0.166B
Technology|Retail: Computer Software & Peripheral Equipment|HPE(18.031B),18.031B
Technology|Retail: Computer Software & Peripheral Equipment|PLUS(1.188B),1.188B
Technology|Retail: Computer Software & Peripheral Equipment|SCSC(0.714B),0.714B
Technology|Retail: Computer Software & Peripheral Equipment|SNX(4.445B),4.445B
Technology|Retail: Computer Software & Peripheral Equipment|WSTG(0.089B),0.089B
Technology|Semiconductors|AAOI(0.274B),0.274B
Technology|Semiconductors|ACEV(0.362B),0.362B
Technology|Semiconductors|ACEVU(0.000B),0.000B
Technology|Semiconductors|ACEVW(0.000B),0.000B
Technology|Semiconductors|ACIA(4.893B),4.893B
Technology|Semiconductors|ADI(58.399B),58.399B
Technology|Semiconductors|ALGM(5.738B),5.738B
Technology|Semiconductors|AMAT(104.090B),104.090B
Technology|Semiconductors|AMBA(4.342B),4.342B
Technology|Semiconductors|AMD(107.372B),107.372B
Technology|Semiconductors|AMKR(5.552B),5.552B
Technology|Semiconductors|AOSL(0.941B),0.941B
Technology|Semiconductors|ASX(17.902B),17.902B
Technology|Semiconductors|ATOM(0.760B),0.760B
Technology|Semiconductors|AVGO(196.548B),196.548B
Technology|Semiconductors|AVGOP(0.000B),0.000B
Technology|Semiconductors|AXTI(0.499B),0.499B
Technology|Semiconductors|BEEM(0.396B),0.396B
Technology|Semiconductors|BEEMW(0.000B),0.000B
Technology|Semiconductors|CAN(2.713B),2.713B
Technology|Semiconductors|CCMP(4.749B),4.749B
Technology|Semiconductors|CREE(12.940B),12.940B
Technology|Semiconductors|CRUS(5.047B),5.047B
Technology|Semiconductors|CSIQ(3.071B),3.071B
Technology|Semiconductors|DIOD(4.179B),4.179B
